studyName,Sample Number,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments,Species
0,170,0,1,0,128,1,39,46.4,18.6,190.0,3450.0,0,9.32105,-24.64162,0,1
2,142,0,1,0,147,1,16,32.1,15.5,188.0,3050.0,0,8.79787,-26.61075,0,0
2,365,0,1,0,133,1,29,49.337572244562935,17.2661638227729,197.661638227729,3672.180318564408,0,9.32169,-24.41562,0,1
2,312,0,1,0,16,1,48,45.5,14.5,212.0,4750.0,0,8.15566,-26.22848,0,2
0,221,0,0,0,47,1,34,50.0,16.3,230.0,5700.0,1,8.14756,-25.39369,0,2
1,95,0,1,0,82,1,17,40.8,18.9,208.0,4300.0,1,8.48204,-26.57941,0,0
1,51,0,0,0,25,1,42,40.1,18.9,188.0,4300.0,1,8.51362,-26.55602,0,0
0,240,0,0,0,68,1,34,50.2,14.3,218.0,5700.0,1,7.8962,-25.37746,0,2
2,341,0,0,0,63,1,28,50.4,15.7,222.0,5750.0,1,8.30166,-26.04117,0,2
0,347,0,1,0,108,1,29,48.8345301233273,18.258367153944988,193.86122384648328,3594.306119232416,0,9.75486,-24.805,0,1
1,178,0,1,0,105,0,31,50.5,18.4,200.0,3400.0,0,8.9399,-23.89017,0,1
0,41,0,1,0,35,1,15,40.8,18.4,195.0,3900.0,1,7.6322,-27.01854,5,0
0,356,0,1,0,160,1,36,41.502519109530674,16.785390495240208,185.95717846427385,3205.7934529762565,0,9.6895,-24.78984,0,1
2,206,0,1,0,170,1,35,42.5,17.3,187.0,3350.0,0,9.56534,-24.60882,0,1
1,282,0,0,0,18,1,8,45.7,13.9,214.0,4400.0,0,8.6287,-26.60484,0,2
1,254,0,0,0,42,1,8,49.1,14.8,220.0,5150.0,0,7.89744,-26.63405,0,2
2,379,0,1,0,176,1,26,54.60544727190996,19.265594832170244,205.11386411354204,4015.717799053816,1,9.93727,-24.59513,2,1
0,4,0,2,0,64,1,15,36.7,19.3,193.0,3450.0,0,8.76651,-25.32426,0,0
1,256,0,0,0,85,1,23,42.6,13.7,213.0,4950.0,0,7.96935,-26.70968,0,2
2,410,0,1,0,173,1,26,52.42183737415851,19.73376151714036,204.3504606856145,4033.1192414298175,1,9.70465,-24.17282,0,1
2,100,0,1,0,80,1,47,35.0,17.9,192.0,3725.0,0,8.84451,-26.28055,0,0
0,226,0,0,0,52,1,34,45.4,14.6,211.0,4800.0,0,8.24515,-25.46782,2,2
0,390,0,1,0,184,1,36,47.13614995035215,18.295939810217792,179.72691658392026,3250.0,0,8.85664,-24.55644,2,1
2,213,0,1,0,177,1,35,46.8,16.5,189.0,3650.0,0,9.65061,-24.48153,0,1
0,171,0,1,0,129,1,39,49.2,18.2,195.0,4400.0,1,9.27158,-24.64335,2,1
1,98,0,1,0,87,1,1,33.1,16.1,178.0,2900.0,0,9.04218,-26.15775,0,0
1,292,0,0,0,95,1,46,48.2,15.6,221.0,5100.0,1,8.24651,-26.66958,0,2
2,215,0,1,0,179,1,22,55.8,19.8,207.0,4000.0,1,9.70465,-24.53494,0,1
1,61,0,0,0,37,1,8,41.3,21.1,195.0,4400.0,1,8.74802,-26.37809,0,0
0,47,0,1,0,41,1,7,37.5,18.9,179.0,2975.0,1,7.6322,-27.01854,6,0
0,32,0,1,0,26,1,45,39.5,17.8,188.0,3300.0,0,9.66523,-25.0602,0,0
1,267,0,0,0,4,0,46,50.5,15.9,225.0,5400.0,1,8.65803,-26.57585,0,2
2,327,0,0,0,39,1,2,53.4,15.8,219.0,5500.0,1,8.41017,-26.33867,0,2
2,200,0,1,0,160,1,29,51.5,18.7,187.0,3250.0,1,9.6895,-24.43062,0,1
2,408,0,1,0,184,1,35,43.74380373863609,16.63336765685878,189.66529372564875,3344.447304738232,0,9.74144,-24.60882,0,1
0,27,0,0,0,15,1,5,40.5,17.9,187.0,3200.0,0,8.08138,-25.49448,0,0
1,358,0,1,0,129,1,30,53.67261737755858,20.498638501462047,202.50680749268977,4394.175468293111,1,8.799865,-24.35575,0,1
0,230,0,0,0,56,0,34,40.9,13.7,214.0,4650.0,0,8.19579,-25.3933,0,2
1,260,0,0,0,123,0,40,42.7,13.7,208.0,3950.0,0,8.14567,-26.59467,0,2
1,288,0,0,0,91,1,8,43.5,14.2,220.0,4700.0,0,8.64931,-26.68867,0,2
0,162,0,1,0,119,1,36,46.6,17.8,193.0,3800.0,0,8.95063,-24.59897,0,1
2,388,0,1,0,184,1,26,55.17123697970938,19.7516336138238,206.838778712746,3991.9389356373,1,7.6322,-23.78767,0,1
2,138,0,1,0,141,0,16,37.0,16.5,185.0,3400.0,0,8.61651,-26.07021,0,0
1,62,0,0,0,38,1,8,37.6,17.0,185.0,3600.0,0,8.58063,-26.21569,0,0
2,135,0,1,0,138,1,9,41.1,17.5,190.0,3900.0,1,8.94365,-26.06943,0,0
2,128,0,2,0,128,1,20,39.0,17.1,191.0,3050.0,0,9.19031,-25.73722,0,0
1,434,0,0,0,86,1,34,44.83514401262637,15.94017496054259,215.1924898895193,5222.803499210851,1,8.22673,-26.5929,0,2
0,8,0,2,0,101,1,45,34.1,18.1,193.0,3475.0,1,7.6322,-27.01854,4,0
2,326,0,0,0,38,1,2,41.7,14.7,210.0,4700.0,0,8.12311,-26.44815,0,2
0,423,0,1,0,175,1,26,45.56095643339799,18.46295440155175,194.7808713320402,3515.239108349497,0,9.32105,-24.86594,0,1
1,64,0,0,0,40,1,8,36.4,17.1,184.0,2850.0,0,8.62623,-26.1165,0,0
2,300,0,0,0,20,1,20,49.1,14.5,212.0,4625.0,0,8.35802,-26.2766,0,2
0,14,0,2,0,164,1,15,34.6,21.1,198.0,4400.0,1,8.55583,-25.22588,0,0
0,156,0,1,0,111,1,25,52.7,19.8,197.0,3725.0,1,9.00642,-24.61867,0,1
0,40,0,1,0,34,1,15,36.5,18.0,182.0,3150.0,1,9.68933,-24.4228,0,0
0,419,0,1,0,129,1,18,49.09944970117848,18.90385209175066,203.54677539982944,4349.724850589239,1,9.49283,-24.64335,0,1
0,370,0,1,0,184,1,36,51.08259508267356,19.794850522187453,193.4387228024305,3789.031929939237,1,9.28153,-24.25255,0,1
2,216,0,1,0,180,0,26,43.5,18.1,202.0,3400.0,0,9.37608,-24.40753,0,1
1,279,0,0,0,15,1,42,50.4,15.3,224.0,5550.0,1,8.74647,-26.79846,0,2
2,396,0,1,0,126,1,29,48.36523741604573,19.17081603544817,188.24750259639737,3276.9671120957823,0,9.74144,-24.54704,0,1
2,337,0,1,0,57,1,48,48.8,16.2,222.0,6000.0,1,8.33825,-25.88547,0,2
0,236,0,0,0,62,1,34,42.0,13.5,210.0,4150.0,0,7.63884,-25.52627,0,2
2,207,0,1,0,171,1,35,52.2,18.8,197.0,3450.0,1,9.77528,-24.56481,0,1
2,212,0,1,0,176,1,35,51.9,19.5,206.0,3950.0,1,7.6322,-23.78767,0,1
1,295,0,0,0,98,1,42,48.6,16.0,230.0,5800.0,1,8.5964,-26.71199,0,2
0,417,0,1,0,117,1,31,45.60653987781839,18.71502108202316,188.3004216404631,3525.9388176264474,0,9.75486,-24.31198,0,1
0,251,0,0,0,88,1,37,42.8,14.2,209.0,4700.0,0,7.63452,-25.46327,0,2
2,445,0,0,0,88,1,42,42.93412185631848,14.2,211.10762917071887,4700.0,1,7.63452,-26.9547,0,2
2,418,0,1,0,178,1,33,47.48408970870936,17.92802990290312,188.5106937749522,3650.0,1,9.32169,-24.7557,0,1
2,303,0,0,0,124,1,14,50.0,15.9,224.0,5350.0,1,8.20042,-26.39677,0,2
1,350,0,1,0,117,1,29,45.25411499959192,17.136907714309036,188.3391528560935,3579.613464288629,0,9.65061,-24.48153,0,1
1,269,0,1,0,6,1,23,45.2,15.8,215.0,5300.0,1,8.55868,-26.67799,0,2
2,201,0,1,0,161,1,29,49.8,17.3,198.0,3675.0,0,9.32169,-24.41562,0,1
0,161,0,1,0,118,1,25,51.3,19.9,198.0,3700.0,1,8.79581,-24.36088,0,1
0,43,0,1,0,37,1,21,44.1,19.7,196.0,4400.0,1,9.2372,-24.52698,0,0
2,217,0,1,0,181,0,26,49.6,18.2,193.0,3775.0,1,9.4618,-24.70615,0,1
1,190,0,1,0,128,0,30,46.9,16.6,192.0,2700.0,0,9.80589,-24.73735,0,1
2,309,0,0,0,10,1,32,52.1,17.0,230.0,5550.0,1,8.27595,-26.11657,0,2
1,259,0,0,0,102,1,46,48.7,15.7,208.0,5350.0,1,8.14776,-26.84506,0,2
2,105,0,0,0,90,1,14,39.7,18.9,184.0,3550.0,1,8.85699,-25.80208,0,0
1,53,0,0,0,27,1,46,42.0,19.5,200.0,4050.0,1,8.48095,-26.3146,2,0
0,1,0,2,0,21,1,3,39.5,17.4,186.0,3800.0,0,8.94956,-24.69454,0,0
2,440,0,0,0,98,1,24,50.35433521861273,15.868299337091582,220.3924551480985,6117.736544429568,1,8.29226,-26.65931,0,2
0,49,0,1,0,45,1,7,42.3,21.2,191.0,4150.0,1,8.87988,-25.18543,0,0
1,80,0,2,0,62,1,23,34.6,17.2,189.0,3200.0,0,7.69778,-26.5387,0,0
2,205,0,1,0,184,1,29,50.7,19.7,203.0,4050.0,1,9.93727,-24.59066,0,1
0,34,0,1,0,28,1,15,36.4,17.0,195.0,3325.0,0,9.17847,-25.23061,0,0
1,263,0,0,0,144,1,40,49.6,15.0,216.0,4750.0,1,8.26548,-26.7699,0,2
0,366,0,1,0,121,1,10,52.03889910477327,19.04445611974088,197.0,3736.805373129049,0,8.799865,-24.80526,0,1
1,91,0,1,0,77,1,10,41.1,18.1,205.0,4300.0,1,8.77018,-25.83352,0,0
2,339,0,0,0,61,0,48,41.1,17.0,190.0,3800.0,1,7.6322,-27.01854,0,2
1,431,0,1,0,13,1,38,45.85326684752103,14.597645702456427,215.13949386065204,5000.0,1,8.63604,-26.18466,0,2
1,52,0,0,0,26,1,46,35.0,17.9,190.0,3450.0,0,8.19539,-26.17213,0,0
2,345,0,1,0,162,1,26,42.5,17.255269613792137,187.0,3350.0,0,9.74144,-24.48403,0,1
1,264,0,0,0,164,1,38,50.5,15.9,222.0,5550.0,1,8.46894,-26.60436,2,2
0,241,0,0,0,69,1,34,45.1,14.5,215.0,5000.0,0,7.6322,-25.46569,0,2
0,13,0,2,0,144,1,12,38.6,21.2,191.0,3800.0,1,7.6322,-27.01854,5,0
2,315,0,0,0,19,1,35,50.8,15.7,226.0,5200.0,1,8.27102,-26.11244,0,2
1,88,0,1,0,74,1,44,38.3,19.2,189.0,3950.0,1,9.07826,-26.12417,0,0
0,387,0,1,0,111,1,25,55.942764684312245,17.828975145291377,185.3462717937065,3692.756213677156,0,8.72037,-24.80526,0,1
1,273,0,0,0,10,1,40,50.1,15.0,225.0,5000.0,1,8.50153,-26.61414,0,2
0,166,0,1,0,125,1,27,45.9,17.1,190.0,3575.0,0,9.12277,-24.90024,0,1
2,328,0,0,0,40,1,47,43.3,14.0,208.0,4575.0,0,8.4207,-26.38092,0,2
2,448,0,0,0,98,1,49,49.52626403902204,16.231576697348785,221.36846605302432,6000.0,1,8.29226,-26.65931,0,2
2,134,0,1,0,137,1,9,38.1,17.6,187.0,3425.0,0,8.717,-25.77951,0,0
2,306,0,0,0,7,1,24,43.4,14.4,218.0,4600.0,0,8.23468,-26.18599,0,2
2,438,0,0,0,24,1,20,45.78530980179657,13.98530980179657,214.0,4650.0,0,7.77672,-26.11046,0,2
2,319,0,0,0,25,1,20,51.1,16.5,225.0,5250.0,1,8.2066,-26.36863,0,2
0,243,0,0,0,71,1,34,46.3,15.8,215.0,5050.0,1,7.90971,-25.38157,0,2
1,54,0,0,0,184,1,46,34.5,18.1,187.0,2900.0,0,8.41837,-26.54718,0,0
1,363,0,1,0,135,1,35,50.95966949682529,18.50815752866477,199.1888185350142,3413.519691083097,0,9.36493,-24.66259,0,1
1,50,0,0,0,24,1,42,39.6,17.7,186.0,3500.0,0,8.46616,-26.12989,0,0
0,174,0,1,0,154,0,36,43.2,16.6,187.0,2900.0,0,9.35416,-25.01185,0,1
1,189,0,1,0,184,1,10,52.0,20.7,210.0,4800.0,1,9.43146,-24.6844,0,1
1,452,0,0,0,4,1,46,52.12434525354652,17.05873377466174,227.86244591553915,5398.280573944239,1,8.2345,-25.54456,0,2
1,187,0,1,0,184,1,31,47.5,16.8,199.0,3900.0,0,9.07825,-25.1455,0,1
0,169,0,1,0,127,0,39,58.0,17.8,181.0,3700.0,0,9.14382,-24.57994,0,1
1,58,0,0,0,32,1,13,36.5,16.6,181.0,2850.0,0,8.799865,-25.88156,0,0
0,48,0,1,0,44,1,7,36.0,17.9,190.0,3450.0,0,9.51784,-25.07683,0,0
1,344,0,1,0,125,1,27,45.207689432639135,17.139560603849194,188.2197728267864,3579.945075481149,0,9.12277,-24.90024,0,1
0,235,0,0,0,61,1,49,49.3,15.7,217.0,5850.0,1,8.07137,-25.52473,0,2
0,252,0,0,0,97,1,49,45.1,14.5,207.0,5050.0,1,10.366304,-25.53768,0,2
0,21,0,1,0,4,1,5,37.7,18.7,180.0,3600.0,1,8.66271,-25.0639,0,0
2,313,0,0,0,184,1,48,49.5,16.1,224.0,5650.0,1,8.83352,-25.69195,0,2
0,160,0,1,0,117,1,25,46.0,18.9,195.0,4150.0,1,8.47173,-24.29229,0,1
1,276,0,1,0,184,1,38,43.8,13.9,208.0,4300.0,0,8.58319,-26.84415,0,2
1,191,0,1,0,129,0,30,53.5,19.9,205.0,4500.0,1,10.02544,-24.90816,0,1
2,385,0,1,0,169,1,26,50.93136055035252,19.005918348942465,203.0,4088.560091725418,1,9.8059,-24.38933,0,1
1,293,0,0,0,96,1,46,46.5,14.8,217.0,5200.0,0,8.58487,-26.5929,0,2
1,413,0,1,0,125,1,26,48.09853064258582,18.01053969433893,196.0,3524.060468912832,0,9.46985,-24.31198,0,1
2,343,0,0,0,73,1,28,49.9,16.1,213.0,5400.0,1,8.3639,-26.15531,0,2
1,257,0,0,0,86,1,23,44.4,17.3,219.0,5250.0,1,8.13746,-26.79093,0,2
2,308,0,0,0,9,1,32,47.5,14.0,212.0,4875.0,0,8.12691,-26.23613,0,2
2,149,0,1,0,153,1,18,37.8,18.1,193.0,3750.0,1,8.97533,-26.03495,0,0
2,130,0,2,0,130,0,29,38.5,17.9,190.0,3325.0,0,8.9846,-25.57956,0,0
2,151,0,1,0,155,1,18,41.5,18.5,201.0,4000.0,1,8.8964,-26.06967,0,0
2,359,0,1,0,161,1,29,48.15668190189586,16.96325723479371,191.3162861739685,3658.272450621316,1,9.32169,-24.31912,0,1
1,99,0,1,0,88,1,1,43.2,18.5,192.0,4100.0,1,8.97025,-26.03679,0,0
1,372,0,1,0,129,1,35,51.40744528436273,19.61364968799834,205.55583963272048,4627.171541272463,1,9.45827,-24.69638,0,1
1,87,0,1,0,71,1,44,36.9,18.6,189.0,3500.0,0,8.59147,-26.08165,0,0
2,330,0,0,0,184,1,24,50.5,15.2,216.0,5000.0,0,8.24691,-26.18466,0,2
2,214,0,1,0,178,1,22,45.7,17.0,195.0,3650.0,0,9.26715,-24.31912,0,1
2,121,0,1,0,116,0,18,37.7,19.8,198.0,3500.0,1,9.11066,-26.42563,0,0
2,455,0,0,0,26,1,28,47.858792340272565,14.730017827483186,215.96270055918583,4850.0,0,8.12691,-26.18763,0,2
0,20,0,0,0,3,1,5,37.8,18.3,174.0,3400.0,0,8.799865,-25.09383,0,0
1,188,0,1,0,121,1,10,47.6,18.3,195.0,3850.0,0,8.83502,-24.65859,0,1
1,71,0,2,0,53,1,10,39.7,18.4,190.0,3900.0,1,9.29808,-25.23453,0,0
2,106,0,0,0,91,1,14,38.6,17.2,199.0,3750.0,0,8.77322,-26.48973,0,0
1,270,0,0,0,7,1,40,46.6,14.2,210.0,4850.0,0,8.38289,-26.86352,0,2
1,348,0,1,0,129,1,39,51.44359609170432,20.20321079616457,207.01926477698743,4720.513727386331,1,9.34089,-24.45189,0,1
1,435,0,0,0,184,1,38,44.94145749962183,14.591834326646726,218.92587980696507,5000.0,1,8.63604,-26.18466,0,2
2,102,0,0,0,83,1,14,37.7,16.0,183.0,3075.0,0,9.2151,-26.2253,2,0
